objectid,loc,district,idesigdate1,idesigdate2,ddesigdate,intdesigdate
13137,335 N Front St,OC,,,12/12/2003,
13138,335 N Front St,OC,,,12/12/2003,
13139,125 S 18th St,RF,,,2/8/1995,
13140,2024 Fairmount Ave,SG,,,10/11/2000,
13146,1725 Porter St,GE,,,11/10/1999,
13148,317 Lawrence Ct,SH,,,3/10/1999,
13149,3402 W Penn St,TEF,,,10/9/2009,
13150,315 South St,,1/22/1963,,,
13151,601 N 18th St,SG,,,10/11/2000,
13152,222-30 Walnut St,SH,,,3/10/1999,
13153,3619 Baring St,,3/26/1963,,,
13154,2524 S Cleveland St,GE,,,11/10/1999,
13155,114 Spruce St,SH,,,3/10/1999,
13156,504 S 41st St,,2/23/1971,,,
13157,1623 Waverly St,RF,,,2/8/1995,
13158,140 Carpenter St,,6/24/1958,28-Jun-66,,
13159,2510 S 17th St,GE,,,11/10/1999,
13160,914 Spruce St,,5/27/1958,,,
13161,914 Spruce St,,5/27/1958,,,
13162,914 Spruce St,,5/27/1958,,,
13163,914 Spruce St,,5/27/1958,,,
13164,914 Spruce St,,5/27/1958,,,
13621,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13622,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13623,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13624,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13625,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13626,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13627,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13628,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13629,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13630,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13631,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13632,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13633,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13634,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13635,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13636,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13637,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13638,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13639,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13640,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13641,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13642,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13643,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13644,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13645,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13646,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13647,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13648,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13649,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13650,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
14094,1028-30 Pine St,,11/24/1959,,,
14095,1028-30 Pine St,,11/24/1959,,,
14096,1525 North St,SG,,,10/11/2000,
14097,120 N Lambert St,,4/28/1970,,,
14098,1821-23 Diamond St,DS,,,1/29/1986,
14099,1731 Spring Garden St,SG,,,10/11/2000,
14100,556 N 16th St,SG,,,10/11/2000,
14101,323 S 17th St,RF,,,2/8/1995,
14102,323 S 17th St,RF,,,2/8/1995,
14103,323 S 17th St,RF,,,2/8/1995,
14104,1907 Brandywine St,SG,11/6/1975,,10/11/2000,
14105,131 N 11th St,,4/25/1974,,,
14106,732 Pine St,SH,4/30/1957,,3/10/1999,
14107,1927 Mount Vernon St,SG,11/6/1975,,10/11/2000,
14108,4447 Main St,MAN,,,12/14/1983,
14109,1713 Walnut St,RF,,,2/8/1995,
14110,1615 W Girard Ave,,5/28/1968,,,
14111,2212 Madison Sq,,9/28/1971,,,
14112,1020 Clinton St,,6/24/1958,,,
14113,4205 Main St,MAN,,,12/14/1983,
14114,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
11529,2334 St Albans St,,9/30/1969,,,
14115,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14116,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14117,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14118,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14119,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14120,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14121,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14122,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14123,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14455,870 N 28th St,,12/6/1979,,,
14456,870 N 28th St,,12/6/1979,,,
14457,870 N 28th St,,12/6/1979,,,
14458,870 N 28th St,,12/6/1979,,,
14459,870 N 28th St,,12/6/1979,,,
14460,870 N 28th St,,12/6/1979,,,
13190,108-12 Catharine St,,6/24/1958,31-May-66,,
11531,108 N Mole St,,9/26/1967,,,
14461,870 N 28th St,,12/6/1979,,,
14462,870 N 28th St,,12/6/1979,,,
14463,870 N 28th St,,12/6/1979,,,
14464,870 N 28th St,,12/6/1979,,,
14465,870 N 28th St,,12/6/1979,,,
14466,870 N 28th St,,12/6/1979,,,
14467,870 N 28th St,,12/6/1979,,,
14468,870 N 28th St,,12/6/1979,,,
14469,870 N 28th St,,12/6/1979,,,
13191,2048 Rittenhouse Sq,RF,,,2/8/1995,
13192,1828 Spruce St,RF,,,2/8/1995,
14470,870 N 28th St,,12/6/1979,,,
14471,870 N 28th St,,12/6/1979,,,
14472,870 N 28th St,,12/6/1979,,,
13165,914 Spruce St,,5/27/1958,,,
13166,914 Spruce St,,5/27/1958,,,
13167,914 Spruce St,,5/27/1958,,,
13168,6447 Overbrook Ave,OF,,,1/1/3000,
13169,107 Carson St,MAN,,,12/14/1983,
13170,325 S 16th St,RF,,,2/8/1995,
13171,1632 Mount Vernon St,SG,,,10/11/2000,
13172,2030 Diamond St,DS,,,1/29/1986,
13173,331 S 16th St,RF,,,2/8/1995,
13174,4326 Cresson St,MAN,,,12/14/1983,
13175,129-31 S 22nd St,RF,5/6/1982,,2/8/1995,
13176,5898 Woodbine Ave,OF,,,1/1/3000,
13177,134 Beck St,,6/24/1958,26-Jan-65,,
13178,54 S 2nd St,OC,10/7/1976,,12/12/2003,
13179,5820 Overbrook Ave,OF,,,1/1/3000,
13180,5314 Germantown Ave,,1/25/1966,,,
13181,6430 Woodbine Ave,OF,,,1/1/3000,
13182,119 N 21st St,,4/28/1970,,,
13183,705 Pine St,SH,4/30/1957,,3/10/1999,
13184,124 Lombard St,SH,,,3/10/1999,
13185,1941 Spring Garden St,SG,11/6/1975,,10/11/2000,
13186,112 N Woodstock St,,3/31/1964,28-Apr-70,,
13187,319 S Hicks St,RF,,,2/8/1995,
13188,2037 Moravian St,RF,,,2/8/1995,
13189,4432 Main St,MAN,,,12/14/1983,
13193,719 Lombard St,SH,,,3/10/1999,
13194,6342 Drexel Rd,OF,,,1/1/3000,
13195,539-41 N 22nd St,SG,,,10/11/2000,
13196,250 Quince St,,2/28/1961,,,
13197,8700 Germantown Ave,,8/2/1973,,,
13651,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13652,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13653,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13654,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13655,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13656,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13657,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13658,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13659,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13660,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13661,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13662,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13663,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13664,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13665,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13666,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13667,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13668,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13669,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13670,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13671,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13672,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13673,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13674,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13675,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13676,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13677,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13678,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13679,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13680,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
14124,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14125,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14126,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14127,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14128,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14129,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14130,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14131,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14132,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14133,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14134,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14135,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14136,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14137,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14138,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14139,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14140,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14141,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14142,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14143,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14144,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14145,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14146,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14147,205-15 Cuthbert St,OC,12/31/1984,,12/12/2003,
14148,256 S Van Pelt St,RF,,,2/8/1995,
14149,613 N 18th St,SG,,,10/11/2000,
14473,870 N 28th St,,12/6/1979,,,
14474,870 N 28th St,,12/6/1979,,,
14475,870 N 28th St,,12/6/1979,,,
14476,870 N 28th St,,12/6/1979,,,
14477,870 N 28th St,,12/6/1979,,,
14478,870 N 28th St,,12/6/1979,,,
14479,870 N 28th St,,12/6/1979,,,
14480,870 N 28th St,,12/6/1979,,,
14481,870 N 28th St,,12/6/1979,,,
13211,1723 Wallace St,SG,,,10/11/2000,
12522,319 S Chadwick St,RF,10/5/1978,,2/8/1995,
14482,870 N 28th St,,12/6/1979,,,
14483,870 N 28th St,,12/6/1979,,,
14484,1526 Mount Vernon St,SG,,,10/11/2000,
14485,508 Queen St,,12/31/1984,,,
14486,1900 Fairmount Ave,SG,,,10/11/2000,
14487,702 S Front St,,6/24/1958,,,
14488,329 S 4th St,SH,,,3/10/1999,
14489,317 S American St,SH,8/5/1976,,3/10/1999,
14490,2309 Green St,SG,12/5/1974,,10/11/2000,
14491,923 Christian St,,11/30/1971,,,
14492,2328 Pine St,RF,,,2/8/1995,
14493,2130 Shunk St,GE,,,11/10/1999,
14494,1823 Spruce St,RF,,,2/8/1995,
14495,225 St Marks Sq,,11/24/1970,,,
14496,410 Queen St,,12/31/1984,,,
13198,1937 Mount Vernon St,SG,,,10/11/2000,
13199,212 St Marks Sq,,11/24/1970,,,
13200,2115 Delancey Pl,RF,1/6/1972,,2/8/1995,
13201,2134 Shunk St,GE,,,11/10/1999,
13202,2531 S Cleveland St,GE,,,11/10/1999,
13203,915 Spruce St,,5/27/1958,,,
13204,915 Spruce St,,5/27/1958,,,
13205,915 Spruce St,,5/27/1958,,,
13206,915 Spruce St,,5/27/1958,,,
13207,915 Spruce St,,5/27/1958,,,
13208,915 Spruce St,,5/27/1958,,,
13209,1723 Wallace St,SG,,,10/11/2000,
13210,1723 Wallace St,SG,,,10/11/2000,
12521,1700 North St,SG,,,10/11/2000,
13212,1723 Wallace St,SG,,,10/11/2000,
13213,1723 Wallace St,SG,,,10/11/2000,
13214,1723 Wallace St,SG,,,10/11/2000,
13215,1524 Delancey St,RF,,,2/8/1995,
13216,408 S Camac St,,2/28/1961,,,
13217,2216 Brandywine St,SG,12/5/1974,,10/11/2000,
13218,2107 Mount Vernon St,SG,2/7/1974,,10/11/2000,
13219,102 N 2nd St,OC,12/31/1984,,12/12/2003,
13220,2502 S Colorado St,GE,,,11/10/1999,
13221,2511 S Cleveland St,GE,,,11/10/1999,
13222,317R Market St,OC,9/29/1970,,12/12/2003,
13223,319 Market St,OC,9/29/1970,,12/12/2003,
13224,1914-16 Panama St,RF,,,2/8/1995,
13225,2313 Madison Sq,,9/28/1971,,,
13226,67 Church Ln,,3/29/1966,,,
13227,315 Gaskill St,SH,1/22/1963,,3/10/1999,
13228,511 Queen St,,12/31/1984,,,
12506,613 Pine St,SH,,,3/10/1999,
12507,318 S 2nd St,SH,,,3/10/1999,
12508,2517 S 18th St,GE,,,11/10/1999,
12509,114-30 N 20th St,,3/26/1963,,,
12510,3416 Midvale Ave,TEF,,,10/9/2009,
12511,2020 Brandywine St,SG,5/1/1975,,10/11/2000,
12512,1212 Pine St,,11/28/1961,,,
12513,321-23 S 11th St,,12/31/1984,,,
12514,2044 Cherry St,,4/28/1970,,,
12515,1613 Pine St,RF,5/27/1969,,2/8/1995,
12516,711 Walnut St,SH,4/30/1957,,3/10/1999,
12517,2007-09 Walnut St,RF,,,2/8/1995,
12518,1511 Pine St,RF,9/28/1971,,2/8/1995,
12519,2106 Locust St,RF,,,2/8/1995,
12520,2403 Delancey Pl,RF,,,2/8/1995,
12524,3467 Midvale Ave,TEF,,,10/9/2009,
12525,7 Loxley Ct,OC,10/25/1960,,12/12/2003,
12526,312-14 S 24th St,RF,,,2/8/1995,
12527,110 S 20th St,RF,,,2/8/1995,
12528,619 S Hancock St,,6/24/1958,,,
12529,534 Pine St,SH,,,3/10/1999,
12530,2023 Pine St,RF,,,2/8/1995,
12531,1822 Pine St,RF,,,2/8/1995,
12532,2416 Delancey Pl,RF,,,2/8/1995,
12533,5948 Woodbine Ave,OF,,,1/1/3000,
12534,135 Monroe St,,5/31/1966,,,
12535,106 W Allens Ln,,4/28/1970,,,
12536,305 Delancey St,SH,,,3/10/1999,
12537,3401 Powelton Ave,,6/1/1972,,,
12538,9 Longford St,GK,,,6/9/2006,
12729,200 Locust St,SH,,,3/10/1999,
12730,200 Locust St,SH,,,3/10/1999,
12731,200 Locust St,SH,,,3/10/1999,
12732,200 Locust St,SH,,,3/10/1999,
11530,1732 Addison St,RF,,,2/8/1995,
12733,200 Locust St,SH,,,3/10/1999,
12734,200 Locust St,SH,,,3/10/1999,
12735,200 Locust St,SH,,,3/10/1999,
12736,200 Locust St,SH,,,3/10/1999,
12737,200 Locust St,SH,,,3/10/1999,
12738,200 Locust St,SH,,,3/10/1999,
12739,200 Locust St,SH,,,3/10/1999,
12740,200 Locust St,SH,,,3/10/1999,
12741,200 Locust St,SH,,,3/10/1999,
12742,200 Locust St,SH,,,3/10/1999,
12743,200 Locust St,SH,,,3/10/1999,
11507,1713 Green St,SG,,,10/11/2000,
11508,1713 Green St,SG,,,10/11/2000,
11509,1713 Green St,SG,,,10/11/2000,
11510,1713 Green St,SG,,,10/11/2000,
11511,2204 Madison Sq,,9/28/1971,,,
11512,231-47 N 3rd St,OC,11/26/1984,,12/12/2003,
11513,540 Queen St,,12/31/1984,,,
11514,2200 Wallace St,SG,2/7/1974,,10/11/2000,
11515,109 W Allens Ln,,4/28/1970,,,
11516,3501-25 N 6th St,,5/4/1972,,,
11517,1602 Spruce St,RF,,,2/8/1995,
11518,2044 Pine St,RF,,,2/8/1995,
11519,116 Queen St,,6/24/1958,31-May-66,,
11520,1935 Panama St,RF,,,2/8/1995,
11521,111 Monroe St,,6/24/1958,31-May-66,,
11522,506 S Hancock St,SH,6/24/1958,,3/10/1999,
11523,26 Summit St,,8/2/1973,,,
11524,2110 Green St,SG,5/1/1975,,10/11/2000,
11525,1910 Mount Vernon St,SG,11/6/1975,,10/11/2000,
11526,1904 Mount Vernon St,SG,11/6/1975,,10/11/2000,
11527,6364 Woodbine Ave,OF,,,1/1/3000,
11528,524 N 15th St,SG,,,10/11/2000,
11532,303-05 S Chadwick St,RF,,,2/8/1995,
11533,2525 S Cleveland St,GE,,,11/10/1999,
11534,2039 Appletree St,,4/28/1970,,,
11535,1905 Diamond St,DS,,,1/29/1986,
11536,4642 Hazel Ave,,12/2/1976,,,
11537,6438 Woodbine Ave,OF,,,1/1/3000,
11538,807 S 5th St,,,,,
11539,4338 Cresson St,MAN,,,12/14/1983,
12004,227-31 S 6th St,SH,,,3/10/1999,
12005,227-31 S 6th St,SH,,,3/10/1999,
12006,227-31 S 6th St,SH,,,3/10/1999,
12007,227-31 S 6th St,SH,,,3/10/1999,
12008,227-31 S 6th St,SH,,,3/10/1999,
12009,227-31 S 6th St,SH,,,3/10/1999,
12010,227-31 S 6th St,SH,,,3/10/1999,
12011,227-31 S 6th St,SH,,,3/10/1999,
12012,227-31 S 6th St,SH,,,3/10/1999,
12013,227-31 S 6th St,SH,,,3/10/1999,
12014,227-31 S 6th St,SH,,,3/10/1999,
11550,2046 Sansom St,RF,,,2/8/1995,
12015,227-31 S 6th St,SH,,,3/10/1999,
12016,227-31 S 6th St,SH,,,3/10/1999,
12017,227-31 S 6th St,SH,,,3/10/1999,
12018,227-31 S 6th St,SH,,,3/10/1999,
12019,227-31 S 6th St,SH,,,3/10/1999,
12020,227-31 S 6th St,SH,,,3/10/1999,
12021,227-31 S 6th St,SH,,,3/10/1999,
12022,227-31 S 6th St,SH,,,3/10/1999,
12023,227-31 S 6th St,SH,,,3/10/1999,
12024,227-31 S 6th St,SH,,,3/10/1999,
12025,227-31 S 6th St,SH,,,3/10/1999,
12026,227-31 S 6th St,SH,,,3/10/1999,
12744,200 Locust St,SH,,,3/10/1999,
11551,3322 WILLITS RD,,10/14/2016,,,
11552,2530 S 18th St,GE,,,11/10/1999,
12745,200 Locust St,SH,,,3/10/1999,
12746,200 Locust St,SH,,,3/10/1999,
12747,200 Locust St,SH,,,3/10/1999,
12748,200 Locust St,SH,,,3/10/1999,
12749,200 Locust St,SH,,,3/10/1999,
12750,200 Locust St,SH,,,3/10/1999,
12751,200 Locust St,SH,,,3/10/1999,
12752,200 Locust St,SH,,,3/10/1999,
12753,200 Locust St,SH,,,3/10/1999,
12754,200 Locust St,SH,,,3/10/1999,
12755,200 Locust St,SH,,,3/10/1999,
12756,200 Locust St,SH,,,3/10/1999,
12757,200 Locust St,SH,,,3/10/1999,
12758,200 Locust St,SH,,,3/10/1999,
12759,200 Locust St,SH,,,3/10/1999,
12760,200 Locust St,SH,,,3/10/1999,
12761,200 Locust St,SH,,,3/10/1999,
12762,200 Locust St,SH,,,3/10/1999,
12763,200 Locust St,SH,,,3/10/1999,
12764,200 Locust St,SH,,,3/10/1999,
12765,200 Locust St,SH,,,3/10/1999,
12766,200 Locust St,SH,,,3/10/1999,
12767,200 Locust St,SH,,,3/10/1999,
12768,200 Locust St,SH,,,3/10/1999,
12769,200 Locust St,SH,,,3/10/1999,
12770,200 Locust St,SH,,,3/10/1999,
12771,200 Locust St,SH,,,3/10/1999,
12772,200 Locust St,SH,,,3/10/1999,
12773,200 Locust St,SH,,,3/10/1999,
11540,7450 Emlen St,,5/28/1957,,,
11541,114 N 3rd St,OC,8/25/1983,,12/12/2003,
11542,2104 Shunk St,GE,,,11/10/1999,
11543,1810 Fairmount Ave,SG,,,10/11/2000,
11544,108 Delancey St,SH,12/31/1984,,3/10/1999,
11545,1422 Diamond St,DS,,,1/29/1986,
11546,243 S 23rd St,RF,,,2/8/1995,
11547,2120-34 N 63rd St,OF,,,1/1/3000,
11548,235 S 3rd St,SH,,,3/10/1999,
11549,337 S Smedley St,RF,5/27/1969,,2/8/1995,
11553,1501-03 Spring Garden St,SG,,,10/11/2000,
11554,11 Longford St,GK,,,6/9/2006,
11555,1918 Mount Vernon St,SG,11/6/1975,,10/11/2000,
11556,4214 Spruce St,,5/25/1965,,,
11557,352 S 15th St,RF,,,2/8/1995,
11558,2008 Shunk St,GE,,,11/10/1999,
11559,3423 W Penn St,TEF,,,10/9/2009,
11560,160 N 2nd St,OC,,,12/12/2003,
11561,1819 Addison St,RF,,,2/8/1995,
11562,2043 Spring Garden St,SG,5/1/1975,,10/11/2000,
11563,1401-15 Arch St,,6/24/1987,,,
11564,1003-05 Arch St,,12/6/1973,,,
11565,2222 Green St,SG,12/5/1974,,10/11/2000,
11566,1519-21 N 16th St,,7/1/1982,,,
11567,133 Queen St,,6/24/1958,,,
11568,1519 North St,SG,,,10/11/2000,
11569,229 S 42nd St,,5/25/1965,,,
11570,3418 Baring St,,5/7/1981,,,
12027,227-31 S 6th St,SH,,,3/10/1999,
12028,1801 Spruce St,RF,,,2/8/1995,
12029,2309 St Albans St,,9/30/1969,,,
12030,312 N Lawrence St,OC,,,12/12/2003,
12031,1822 North St,SG,,,10/11/2000,
12032,4349 Main St,MAN,,,12/14/1983,
12033,621 Lombard St,SH,12/31/1984,,3/10/1999,
12034,323 Lombard St,SH,4/30/1957,,3/10/1999,
12035,129 S 2nd St,OC,5/28/1968,26-May-70,12/12/2003,
12036,3458 W Penn St,TEF,,,10/9/2009,
12037,135 Carpenter St,,12/31/1984,,,
12038,1716 Locust St,RF,,,2/8/1995,
12039,150 Vine St,OC,,,12/12/2003,
12040,106 S 20th St,RF,,,2/8/1995,
12041,114 Green Ln,MAN,,,12/14/1983,
12042,6300 Drexel Rd,OF,,,1/1/3000,
12043,8314 Germantown Ave,,5/28/1957,,,
12044,2350 St Albans St,,9/30/1969,,,
12045,2048 Cherry St,,4/28/1970,,,
12046,6306 Sherwood Rd,OF,,,1/1/3000,
12047,225 Race St,OC,5/1/1980,,12/12/2003,
12048,225 Race St,OC,5/1/1980,,12/12/2003,
12049,225 Race St,OC,5/1/1980,,12/12/2003,
12050,225 Race St,OC,5/1/1980,,12/12/2003,
12051,2029 Cherry St,,4/28/1970,,,
12052,240-42 N 2nd St,OC,,,12/12/2003,
12053,2213 Bainbridge St,,9/30/1969,,,
12054,1738 Mount Vernon St,SG,,,10/11/2000,
12055,2329 St Albans St,,9/30/1969,,,
12056,3458 W Queen Ln,TEF,,,10/9/2009,
12057,1510 N 17th St,,3/3/1983,,,
12058,118 W Allens Ln,,4/28/1970,,,
12059,635 N 16th St,SG,,,10/11/2000,
12774,200 Locust St,SH,,,3/10/1999,
12775,200 Locust St,SH,,,3/10/1999,
12776,200 Locust St,SH,,,3/10/1999,
12777,200 Locust St,SH,,,3/10/1999,
12801,3700-12 Spruce St,,2/28/1961,,,
12802,517 Spruce St,SH,1/29/1964,,3/10/1999,
11651,642 N 23rd St,SG,,,10/11/2000,
12778,200 Locust St,SH,,,3/10/1999,
12779,200 Locust St,SH,,,3/10/1999,
12780,200 Locust St,SH,,,3/10/1999,
12781,200 Locust St,SH,,,3/10/1999,
12782,200 Locust St,SH,,,3/10/1999,
12783,200 Locust St,SH,,,3/10/1999,
12784,200 Locust St,SH,,,3/10/1999,
12785,200 Locust St,SH,,,3/10/1999,
12786,200 Locust St,SH,,,3/10/1999,
12787,200 Locust St,SH,,,3/10/1999,
12788,200 Locust St,SH,,,3/10/1999,
12789,200 Locust St,SH,,,3/10/1999,
12790,200 Locust St,SH,,,3/10/1999,
12791,200 Locust St,SH,,,3/10/1999,
12792,2214 Panama St,RF,,,2/8/1995,
12793,248 Race St,OC,5/28/1958,,12/12/2003,
12794,560 N 16th St,SG,,,10/11/2000,
12795,1627 Waverly St,RF,,,2/8/1995,
12796,131 Monroe St,,5/31/1966,,,
12797,2229 Spruce St,RF,,,2/8/1995,
12798,1715 Porter St,GE,,,11/10/1999,
12799,110 N Woodstock St,,3/25/1969,28-Apr-70,,
12800,330 S 17th St,RF,,,2/8/1995,
12803,227 Delancey St,SH,12/31/1984,,3/10/1999,
12804,323 S Camac St,,2/28/1961,,,
12805,314 Lawrence Ct,SH,,,3/10/1999,
12806,248 S 23rd St,RF,,,2/8/1995,
12807,326 S 12th St,,2/28/1961,,,
12808,277 S 4th St,SH,3/28/1961,,3/10/1999,
12809,2208 Rittenhouse Sq,RF,,,2/8/1995,
12810,1432 Diamond St,DS,,,1/29/1986,
12811,230 S 4th St,SH,4/30/1957,,3/10/1999,
12812,1701 Wallace St,SG,,,10/11/2000,
12813,217 Quarry St,OC,,,12/12/2003,
12814,2110 Shunk St,GE,,,11/10/1999,
12815,1738-42 Green St,SG,,,10/11/2000,
12816,1738-42 Green St,SG,,,10/11/2000,
12817,1738-42 Green St,SG,,,10/11/2000,
11571,6405 Overbrook Ave,OF,,,1/1/3000,
11572,35 S 3rd St,OC,5/5/1977,,12/12/2003,
11573,4169 Main St,MAN,,,12/14/1983,
11574,2523 S Colorado St,GE,,,11/10/1999,
11575,1735 Porter St,GE,,,11/10/1999,
11576,301-03 Gaskill St,SH,1/22/1963,,3/10/1999,
11577,2218 Brandywine St,SG,12/5/1974,,10/11/2000,
11578,2108 Brandywine St,SG,2/6/1975,,10/11/2000,
11579,215 S Sartain St,,2/28/1961,,,
11580,1924 Wallace St,SG,11/6/1975,,10/11/2000,
11581,5900 Overbrook Ave,OF,,,1/1/3000,
11582,3444 W Penn St,TEF,,,10/9/2009,
11583,3460 W Penn St,TEF,,,10/9/2009,
11584,1929 Diamond St,DS,,,1/29/1986,
11585,2422 S 21st St,GE,,,11/10/1999,
11586,5840 Overbrook Ave,OF,,,1/1/3000,
11587,1707 Panama St,RF,,,2/8/1995,
11588,2027 Upland Way,OF,,,1/1/3000,
12104,1824 Spruce St,RF,,,2/8/1995,
11589,315 Arch St,OC,12/15/1978,,12/12/2003,
11590,315 Arch St,OC,12/15/1978,,12/12/2003,
11591,315 Arch St,OC,12/15/1978,,12/12/2003,
11592,315 Arch St,OC,12/15/1978,,12/12/2003,
11593,315 Arch St,OC,12/15/1978,,12/12/2003,
11594,315 Arch St,OC,12/15/1978,,12/12/2003,
11595,315 Arch St,OC,12/15/1978,,12/12/2003,
11596,315 Arch St,OC,12/15/1978,,12/12/2003,
11597,315 Arch St,OC,12/15/1978,,12/12/2003,
11598,315 Arch St,OC,12/15/1978,,12/12/2003,
11599,315 Arch St,OC,12/15/1978,,12/12/2003,
12060,2522 S Colorado St,GE,,,11/10/1999,
12061,2017 Brandywine St,SG,5/1/1975,,10/11/2000,
12062,103 W Allens Ln,,4/28/1970,,,
12063,715 Lombard St,SH,,,3/10/1999,
12064,318 S 15th St,RF,,,2/8/1995,
12065,903-05 Clinton St,,6/24/1958,,,
12066,903-05 Clinton St,,6/24/1958,,,
12067,903-05 Clinton St,,6/24/1958,,,
