objectid,loc,district,idesigdate1,idesigdate2,ddesigdate,intdesigdate
14150,613 N 18th St,SG,,,10/11/2000,
13516,825 N 29th St,,12/6/1979,,,
13936,1539 Pine St,RF,9/28/1971,,2/8/1995,
13937,302 S 10th St,,12/31/1984,,,
13938,1934 Spruce St,RF,,,2/8/1995,
13939,6492 Sherwood Rd,OF,,,1/1/3000,
13940,1229 Spruce St,,2/27/1962,,,
13941,536 N 19th St,SG,,,10/11/2000,
13942,1728 Spruce St,RF,,,2/8/1995,
13943,1712 Mount Vernon St,SG,,,10/11/2000,
13944,641 N 15th St,SG,,,10/11/2000,
13945,2034 Mount Vernon St,SG,11/6/1975,,10/11/2000,
13946,247 S 12th St,,2/28/1961,,,
13947,2005 Green St,SG,5/1/1975,,10/11/2000,
13948,6308 Drexel Rd,OF,,,1/1/3000,
13949,2040 Locust St,RF,,,2/8/1995,
13950,308 Delancey St,SH,4/30/1957,,3/10/1999,
13951,2504 S 19th St,GE,,,11/10/1999,
13952,2041 Mount Vernon St,SG,11/6/1975,,10/11/2000,
13953,13-15 S 21st St,RF,,,2/8/1995,
13954,1325 Rodman St,,12/31/1984,,,
13955,2042 Wallace St,SG,7/6/1972,,10/11/2000,
13956,1524 Mount Vernon St,SG,,,10/11/2000,
13957,3446 Midvale Ave,TEF,,,10/9/2009,
13958,1935 Mount Vernon St,SG,11/6/1975,,10/11/2000,
13959,628 Pine St,SH,,,3/10/1999,
13960,622 Pine St,SH,,,3/10/1999,
13961,2122 Shunk St,GE,,,11/10/1999,
13962,2000 Mount Vernon St,SG,11/6/1975,,10/11/2000,
13963,2136 Wallace St,SG,,,10/11/2000,
13964,1915 Spruce St,RF,,,2/8/1995,
13965,1607 Pine St,RF,,,2/8/1995,
13966,343 S 5th St,SH,,,3/10/1999,
13967,266 S 21st St,RF,,,2/8/1995,
13968,1928 Pine St,RF,,,2/8/1995,
14311,2228 Wallace St,SG,2/7/1974,,10/11/2000,
14313,1913 Diamond St,DS,,,1/29/1986,
14314,106-08 Grape St,MAN,,,12/14/1983,
14315,53-55 N 2nd St,OC,1/6/1977,,12/12/2003,
14316,3438 W Penn St,TEF,,,10/9/2009,
14317,415 S 20th St,RF,,,2/8/1995,
14318,504 Woodland Ter,,1/22/1963,,,
14319,1626 Mount Vernon St,SG,,,10/11/2000,
14320,2050 Pine St,RF,,,2/8/1995,
14321,307 Market St,OC,,,12/12/2003,
14322,1631 Spruce St,RF,,,2/8/1995,
14323,672 N 15th St,SG,,,10/11/2000,
14324,2324 St Albans St,,9/30/1969,,,
14325,1104 S Front St,,3/30/1965,,,
14326,2527 S Colorado St,GE,,,11/10/1999,
14327,1917 Waverly St,RF,3/1/1979,,2/8/1995,
14328,309 Fitzwater St,,5/31/1966,,,
14329,5337 Knox St,,3/29/1966,,,
14330,2016 Walnut St,RF,,,2/8/1995,
14331,122 Delancey St,SH,9/24/1963,,3/10/1999,
14332,224 Locust St,SH,,,3/10/1999,
14333,16 S 3rd St,OC,5/5/1977,,12/12/2003,
14334,2132 Pine St,RF,,,2/8/1995,
14335,230-32 S Hutchinson St,,1/31/1961,,,
14336,2505 S 21st St,GE,,,11/10/1999,
14337,106 Kenilworth St,,6/24/1958,,,
14338,14-18 N Front St,OC,1/6/1977,,12/12/2003,
14339,2303 St Albans St,,9/30/1969,,,
14340,1628 North St,SG,,,10/11/2000,
14341,2201 Panama St,RF,,,2/8/1995,
14342,253 S 3rd St,SH,,,3/10/1999,
14001,507 S 2nd St,SH,,,3/10/1999,
13007,210 W Washington Sq,SH,,,3/10/1999,
13008,210 W Washington Sq,SH,,,3/10/1999,
13009,210 W Washington Sq,SH,,,3/10/1999,
13010,210 W Washington Sq,SH,,,3/10/1999,
13011,210 W Washington Sq,SH,,,3/10/1999,
13012,210 W Washington Sq,SH,,,3/10/1999,
13013,210 W Washington Sq,SH,,,3/10/1999,
13014,210 W Washington Sq,SH,,,3/10/1999,
13015,210 W Washington Sq,SH,,,3/10/1999,
13016,210 W Washington Sq,SH,,,3/10/1999,
13017,210 W Washington Sq,SH,,,3/10/1999,
13018,210 W Washington Sq,SH,,,3/10/1999,
13019,210 W Washington Sq,SH,,,3/10/1999,
13020,210 W Washington Sq,SH,,,3/10/1999,
13021,210 W Washington Sq,SH,,,3/10/1999,
13022,210 W Washington Sq,SH,,,3/10/1999,
13023,210 W Washington Sq,SH,,,3/10/1999,
13024,210 W Washington Sq,SH,,,3/10/1999,
13025,210 W Washington Sq,SH,,,3/10/1999,
13026,210 W Washington Sq,SH,,,3/10/1999,
13027,210 W Washington Sq,SH,,,3/10/1999,
13028,210 W Washington Sq,SH,,,3/10/1999,
13029,210 W Washington Sq,SH,,,3/10/1999,
13030,210 W Washington Sq,SH,,,3/10/1999,
13031,210 W Washington Sq,SH,,,3/10/1999,
13032,210 W Washington Sq,SH,,,3/10/1999,
13033,210 W Washington Sq,SH,,,3/10/1999,
13034,210 W Washington Sq,SH,,,3/10/1999,
13517,825 N 29th St,,12/6/1979,,,
13518,825 N 29th St,,12/6/1979,,,
13519,825 N 29th St,,12/6/1979,,,
13520,825 N 29th St,,12/6/1979,,,
13521,825 N 29th St,,12/6/1979,,,
13522,825 N 29th St,,12/6/1979,,,
13523,825 N 29th St,,12/6/1979,,,
13524,825 N 29th St,,12/6/1979,,,
14343,1941 Pine St,RF,,,2/8/1995,
14344,5056-60 Germantown Ave,,5/28/1957,,,
13525,825 N 29th St,,12/6/1979,,,
13526,825 N 29th St,,12/6/1979,,,
13527,825 N 29th St,,12/6/1979,,,
13528,825 N 29th St,,12/6/1979,,,
13529,825 N 29th St,,12/6/1979,,,
13530,825 N 29th St,,12/6/1979,,,
13531,825 N 29th St,,12/6/1979,,,
13532,825 N 29th St,,12/6/1979,,,
13533,825 N 29th St,,12/6/1979,,,
13534,825 N 29th St,,12/6/1979,,,
13535,825 N 29th St,,12/6/1979,,,
14151,613 N 18th St,SG,,,10/11/2000,
13536,825 N 29th St,,12/6/1979,,,
13969,2129 Green St,SG,11/2/1972,,10/11/2000,
13970,17 N 3rd St,OC,12/31/1984,,12/12/2003,
13971,1919 Green St,SG,4/25/1974,,10/11/2000,
13972,2036 Green St,SG,5/1/1975,,10/11/2000,
13973,313 S Smedley St,RF,5/27/1969,,2/8/1995,
13974,2413 Delancey Pl,RF,,,2/8/1995,
13975,1833 Wallace St,SG,,,10/11/2000,
13976,112 N Mole St,,9/26/1967,,,
13977,1615 Green St,SG,,,10/11/2000,
13978,1615 Green St,SG,,,10/11/2000,
13979,1615 Green St,SG,,,10/11/2000,
13980,946 S Front St,,6/24/1958,,,
13981,200 St Marks Sq,,11/24/1970,,,
13982,429 Vine St,OC,12/2/1975,,12/12/2003,
13983,2515 S 20th St,GE,,,11/10/1999,
13984,718 S 2nd St,,6/24/1958,,,
13985,2241 Wallace St,SG,2/7/1974,,10/11/2000,
13986,215R Vine St,OC,12/31/1984,,12/12/2003,
13987,217 Vine St,OC,12/31/1984,,12/12/2003,
13988,1131 E Berks St,,2/28/1967,,,
13989,6361 Drexel Rd,OF,,,1/1/3000,
13990,120 Federal St,,5/7/1973,,,
13991,2105 Upland Way,OF,,,1/1/3000,
13992,1710 Mount Vernon St,SG,,,10/11/2000,
13993,221 Chestnut St,OC,11/4/1976,,12/12/2003,
13994,310 Lombard St,SH,1/22/1963,04-May-78,3/10/1999,
13995,267 S 19th St,RF,,,2/8/1995,
13996,110-12 Delancey St,SH,,,3/10/1999,
13997,637 Pine St,SH,,,3/10/1999,
13998,2222 Brandywine St,SG,12/5/1974,,10/11/2000,
13999,3431 W Queen Ln,TEF,,,10/9/2009,
14000,6381 Church Rd,OF,,,1/1/3000,
14345,6318 Woodbine Ave,OF,,,1/1/3000,
14346,534 Delancey St,SH,4/27/1973,,3/10/1999,
14347,128 W Penn St,,3/29/1966,,,
14348,2007 Green St,SG,5/1/1975,,10/11/2000,
14349,265 S 22nd St,RF,,,2/8/1995,
14350,559 N 16th St,SG,,,10/11/2000,
14351,802 S Hancock St,,6/24/1958,,,
14352,1214 Pine St,,11/28/1961,,,
14353,520 S 4th St,SH,1/22/1963,,3/10/1999,
14354,1703 Walnut St,RF,,,2/8/1995,
14355,509-19 Vine St,OC,,,12/12/2003,
14356,709 Spruce St,SH,4/30/1957,,3/10/1999,
14357,321-23 N Front St,OC,9/24/1986,,12/12/2003,
14358,234 Stampers St,SH,7/16/1969,,3/10/1999,
14359,418 S Carlisle St,RF,9/28/1965,,2/8/1995,
14360,120 W Allens Ln,,4/28/1970,,,
14361,1727 Porter St,GE,,,11/10/1999,
14362,1531 Pine St,RF,9/28/1971,,2/8/1995,
14363,1531 Pine St,RF,9/28/1971,,2/8/1995,
14364,1531 Pine St,RF,9/28/1971,,2/8/1995,
14365,1531 Pine St,RF,9/28/1971,,2/8/1995,
14366,2511 S 21st St,GE,,,11/10/1999,
14367,1820 Green St,SG,,,10/11/2000,
14368,2115 Porter St,GE,,,11/10/1999,
14369,2000 N Broad St,,4/30/1986,,,
14370,619 N 17th St,SG,,,10/11/2000,
14371,114 Kenilworth St,,6/24/1958,,,
14372,808 S 3rd St,,5/31/1966,,,
14373,2206-16 Green St,SG,2/7/1974,,10/11/2000,
13035,210 W Washington Sq,SH,,,3/10/1999,
13036,210 W Washington Sq,SH,,,3/10/1999,
13037,210 W Washington Sq,SH,,,3/10/1999,
13038,210 W Washington Sq,SH,,,3/10/1999,
13039,210 W Washington Sq,SH,,,3/10/1999,
13040,210 W Washington Sq,SH,,,3/10/1999,
13041,210 W Washington Sq,SH,,,3/10/1999,
13042,210 W Washington Sq,SH,,,3/10/1999,
13043,210 W Washington Sq,SH,,,3/10/1999,
13044,210 W Washington Sq,SH,,,3/10/1999,
13045,210 W Washington Sq,SH,,,3/10/1999,
13046,210 W Washington Sq,SH,,,3/10/1999,
13047,210 W Washington Sq,SH,,,3/10/1999,
13048,210 W Washington Sq,SH,,,3/10/1999,
13049,210 W Washington Sq,SH,,,3/10/1999,
13050,210 W Washington Sq,SH,,,3/10/1999,
13051,210 W Washington Sq,SH,,,3/10/1999,
13052,210 W Washington Sq,SH,,,3/10/1999,
13053,210 W Washington Sq,SH,,,3/10/1999,
13054,1912 Fairmount Ave,SG,,,10/11/2000,
13055,338 S 17th St,RF,,,2/8/1995,
13056,502 Addison Ct,SH,,,3/10/1999,
13057,740-42 S 10th St,,10/26/1971,,,
13058,409 S 3rd St,SH,4/30/1957,,3/10/1999,
13059,2022 Pine St,RF,,,2/8/1995,
13060,6446 Sherwood Rd,OF,,,1/1/3000,
13061,75 Church Ln,,3/29/1966,,,
13062,1710 Pine St,RF,,,2/8/1995,
13063,1921 North St,SG,,,10/11/2000,
13537,825 N 29th St,,12/6/1979,,,
13538,825 N 29th St,,12/6/1979,,,
13539,825 N 29th St,,12/6/1979,,,
13540,825 N 29th St,,12/6/1979,,,
13541,825 N 29th St,,12/6/1979,,,
13542,825 N 29th St,,12/6/1979,,,
13543,825 N 29th St,,12/6/1979,,,
13544,825 N 29th St,,12/6/1979,,,
13545,825 N 29th St,,12/6/1979,,,
13546,825 N 29th St,,12/6/1979,,,
13547,825 N 29th St,,12/6/1979,,,
13548,825 N 29th St,,12/6/1979,,,
13549,825 N 29th St,,12/6/1979,,,
13550,825 N 29th St,,12/6/1979,,,
13551,825 N 29th St,,12/6/1979,,,
13552,825 N 29th St,,12/6/1979,,,
13553,825 N 29th St,,12/6/1979,,,
13554,825 N 29th St,,12/6/1979,,,
13555,825 N 29th St,,12/6/1979,,,
13556,825 N 29th St,,12/6/1979,,,
14002,2329 Spruce St,RF,,,2/8/1995,
14003,1530-32 Spruce St,RF,,,2/8/1995,
14004,1809 Addison St,RF,,,2/8/1995,
14005,308 York Ave,OC,,,12/12/2003,
14006,135 S 18th St,RF,,,2/8/1995,
14007,8 Longford St,GK,,,6/9/2006,
14008,1516 North St,SG,,,10/11/2000,
14009,620 Pine St,SH,,,3/10/1999,
14010,400 S 22nd St,RF,,,2/8/1995,
14011,400 S 22nd St,RF,,,2/8/1995,
14012,400 S 22nd St,RF,,,2/8/1995,
14013,400 S 22nd St,RF,,,2/8/1995,
14014,1000 Spruce St,,12/31/1984,,,
14015,317 S 18th St,RF,,,2/8/1995,
14016,826-28 Pine St,,11/24/1959,,,
14017,41 Summit St,,8/2/1973,,,
14018,3408 W Penn St,TEF,,,10/9/2009,
14019,1313 Race St,,9/7/1972,,,
14020,1707 Porter St,GE,,,11/10/1999,
14021,343 S 18th St,RF,,,2/8/1995,
14022,343 S 18th St,RF,,,2/8/1995,
14023,343 S 18th St,RF,,,2/8/1995,
14024,343 S 18th St,RF,,,2/8/1995,
14025,343 S 18th St,RF,,,2/8/1995,
14026,3847 Hamilton St,,7/5/1984,,,
14027,417 S 20th St,RF,,,2/8/1995,
14028,3464 W Penn St,TEF,,,10/9/2009,
14029,1634 Pine St,RF,,,2/8/1995,
14030,950-52 S Front St,,6/24/1958,31-May-66,,
14031,5921 Overbrook Ave,OF,,,1/1/3000,
14032,1933 Brandywine St,SG,,,10/11/2000,
14033,6470 Drexel Rd,OF,,,1/1/3000,
14034,1919 Panama St,RF,,,2/8/1995,
14374,922 S 2nd St,,5/31/1966,,,
14375,323 S 3rd St,SH,4/30/1957,,3/10/1999,
14376,2323 Madison Sq,,9/28/1971,,,
14377,609 N 20th St,SG,,,10/11/2000,
14378,4616 Hazel Ave,,12/2/1976,,,
14379,3410 W Queen Ln,TEF,,,10/9/2009,
14380,1714 Diamond St,DS,,,1/29/1986,
14381,709 Pine St,SH,4/30/1957,,3/10/1999,
14382,1631 Wallace St,SG,,,10/11/2000,
14383,10 Longford St,GK,,,6/9/2006,
14384,1232 Waverly St,,11/28/1961,,,
14385,105 Christian St,,6/24/1958,,,
14386,3427 W Penn St,TEF,,,10/9/2009,
14387,2025 Cherry St,,4/28/1970,,,
14388,2117 N 63rd St,OF,,,1/1/3000,
14389,237 Pine St,SH,4/30/1957,,3/10/1999,
14390,1909 Panama St,RF,,,2/8/1995,
14391,336 S 16th St,RF,,,2/8/1995,
14392,316 S Iseminger St,,2/28/1961,,,
14393,6370 Church Rd,OF,,,1/1/3000,
14394,314-20 Catharine St,,5/11/1994,,,
14395,314-20 Catharine St,,5/11/1994,,,
14396,314-20 Catharine St,,5/11/1994,,,
14397,314-20 Catharine St,,5/11/1994,,,
14398,314-20 Catharine St,,5/11/1994,,,
14399,314-20 Catharine St,,5/11/1994,,,
14400,314-20 Catharine St,,5/11/1994,,,
14401,314-20 Catharine St,,5/11/1994,,,
14402,314-20 Catharine St,,5/11/1994,,,
14403,314-20 Catharine St,,5/11/1994,,,
14404,314-20 Catharine St,,5/11/1994,,,
14405,314-20 Catharine St,,5/11/1994,,,
14406,314-20 Catharine St,,5/11/1994,,,
13064,244 S 22nd St,RF,,,2/8/1995,
13065,304 Queen St,,3/25/1969,,,
13066,6334 Sherwood Rd,OF,,,1/1/3000,
13067,2025 Spring Garden St,SG,5/1/1975,,10/11/2000,
13068,311 S Camac St,,2/28/1961,,,
13069,3607 Baring St,,3/26/1963,,,
13070,9 W Tulpehocken St,,1/27/1970,,,
13071,2320 Spruce St,RF,,,2/8/1995,
13072,100 Newton St,,9/28/1971,,,
13073,2023 Brandywine St,SG,5/1/1975,,10/11/2000,
13074,2531 S 19th St,GE,,,11/10/1999,
13075,1916 North St,SG,,,10/11/2000,
13076,1211 Spruce St,,6/25/1963,,,
13077,1617 Green St,SG,,,10/11/2000,
13078,1617 Green St,SG,,,10/11/2000,
13079,1617 Green St,SG,,,10/11/2000,
13080,1617 Green St,SG,,,10/11/2000,
13081,120 Spruce St,SH,,,3/10/1999,
13082,701 Pine St,SH,,,3/10/1999,
13083,6376 Overbrook Ave,OF,,,1/1/3000,
13084,2035 Chestnut St,RF,,,2/8/1995,
13085,1511 North St,SG,,,10/11/2000,
13086,1714 Mount Vernon St,SG,,,10/11/2000,
13087,310 S 16th St,RF,,,2/8/1995,
13088,1633 Addison St,RF,,,2/8/1995,
13089,4635 Hazel Ave,,12/2/1976,,,
13090,113-29 BERKLEY ST,,12/12/2014,,,
13091,6384 Overbrook Ave,OF,,,1/1/3000,
13092,112 Carpenter St,,6/24/1958,28-Jun-66,,
13093,2046 N 63rd St,OF,,,1/1/3000,
13094,30 W Penn St,,3/29/1966,,,
13095,251 S 21st St,RF,,,2/8/1995,
13096,2017 Upland Way,OF,,,1/1/3000,
13097,631 Addison St,SH,,,3/10/1999,
13557,825 N 29th St,,12/6/1979,,,
13558,2510 S Colorado St,GE,,,11/10/1999,
13559,737 Walnut St,SH,,,3/10/1999,
13560,1523-25 Spruce St,RF,,,2/8/1995,
13561,3433 Lancaster Ave,,1/7/1982,,,
13562,342 S 3rd St,SH,4/30/1957,,3/10/1999,
13563,2207 Pine St,RF,,,2/8/1995,
13564,3502 Spring Garden St,,4/30/1963,24-Nov-64,,
13565,1801 Pine St,RF,,,2/8/1995,
13566,303-05 S American St,SH,8/5/1976,,3/10/1999,
13567,220 Montrose St,,5/31/1966,,,
13568,402 S 22nd St,RF,,,2/8/1995,
13569,2215 Mount Vernon St,SG,12/5/1974,,10/11/2000,
13570,212 Montrose St,,5/31/1966,,,
13571,1632 Spruce St,RF,,,2/8/1995,
13572,1632 Spruce St,RF,,,2/8/1995,
13573,1632 Spruce St,RF,,,2/8/1995,
13574,702 N 5th St,,11/30/1971,,,
13575,2419 Panama St,RF,,,2/8/1995,
13576,1518 N 17th St,,3/3/1983,,,
13577,711 Lombard St,SH,,,3/10/1999,
13578,104-06 Arch St,OC,9/28/1965,,12/12/2003,
13579,1616 Diamond St,DS,,,1/29/1986,
13580,1611 Green St,SG,,,10/11/2000,
13581,1611 Green St,SG,,,10/11/2000,
13582,1611 Green St,SG,,,10/11/2000,
13583,1506-08 Spruce St,RF,,,2/8/1995,
13584,817 S Hancock St,,6/24/1958,,,
13585,4211 Main St,MAN,,,12/14/1983,
13586,2201 Spruce St,RF,,,2/8/1995,
13587,543 N 23rd St,SG,,,10/11/2000,
13588,321 S Iseminger St,,2/28/1961,,,
13589,322 S Smedley St,RF,5/27/1969,,2/8/1995,
14035,1901 Waverly St,RF,3/1/1979,,2/8/1995,
14036,5203-05 Germantown Ave,,3/28/1974,,,
14037,2022 Green St,SG,5/1/1975,,10/11/2000,
14038,2022 Green St,SG,5/1/1975,,10/11/2000,
14039,2022 Green St,SG,5/1/1975,,10/11/2000,
14040,2022 Green St,SG,5/1/1975,,10/11/2000,
14041,2022 Green St,SG,5/1/1975,,10/11/2000,
14042,2027 Green St,SG,,,10/11/2000,
14043,36 W Coulter St,,3/29/1966,,,
14044,2306 St Albans St,,9/30/1969,,,
14045,2027 Wallace St,SG,7/6/1972,,10/11/2000,
14046,1616 North St,SG,,,10/11/2000,
14047,1701-07 Spring Garden St,SG,,,10/11/2000,
14048,1310 Pine St,,3/28/1961,,,
14049,405 S Croskey St,RF,,,2/8/1995,
14050,5944 Drexel Rd,OF,,,1/1/3000,
14051,520 Woodland Ter,,1/22/1963,,,
14052,413-15 Gaskill St,SH,1/22/1963,,3/10/1999,
14053,2315 Green St,SG,12/5/1974,,10/11/2000,
14054,126 Beck St,,6/24/1958,26-Jan-65,,
14055,1322 Rodman St,,12/31/1984,,,
14056,614 Pine St,SH,,,3/10/1999,
14057,2319 Pennsylvania Ave,SG,,,10/11/2000,
14058,2120 Mount Vernon St,SG,2/7/1974,,10/11/2000,
14059,111 Naudain St,SH,,,3/10/1999,
14060,1227 Panama St,,11/24/1959,,,
14061,6373 Woodbine Ave,OF,,,1/1/3000,
14062,306 Queen St,,3/25/1969,,,
14063,548 N 17th St,SG,,,10/11/2000,
14064,1909 Mount Vernon St,SG,11/6/1975,,10/11/2000,
14065,2201 Bainbridge St,,9/30/1969,,,
14407,314-20 Catharine St,,5/11/1994,,,
14408,620 Spruce St,SH,4/30/1957,,3/10/1999,
14409,1839 Addison St,RF,,,2/8/1995,
14410,210 Market St,OC,,,12/12/2003,
14411,1611 St Paul St,,9/26/1967,,,
14412,2504 S Cleveland St,GE,,,11/10/1999,
14413,638 N 23rd St,SG,,,10/11/2000,
14414,2231 Green St,SG,12/6/1979,,10/11/2000,
14415,2231 Green St,SG,12/6/1979,,10/11/2000,
14416,2231 Green St,SG,12/6/1979,,10/11/2000,
14417,2231 Green St,SG,12/6/1979,,10/11/2000,
14418,2231 Green St,SG,12/6/1979,,10/11/2000,
14419,1829 Addison St,RF,,,2/8/1995,
14420,530 N 22nd St,SG,,,10/11/2000,
14421,511 Kauffman St,,5/2/1980,,,
14422,19-25 S 12th St,,12/12/2008,,,
14423,5321 Knox St,,4/5/1984,,,
14424,160 W Tulpehocken St,,3/31/1964,,,
14425,7370 Central Ave,,7/6/1972,,,
14426,714 Bradford Aly,,12/31/1984,,,
14427,108 W Allens Ln,,4/28/1970,,,
14428,230-34 W Washington Sq,SH,,,3/10/1999,
14429,924 S 2nd St,,5/31/1966,,,
14430,1610 Rowan St,,7/25/1967,,,
14431,2220 Wallace St,SG,2/7/1974,,10/11/2000,
14432,1417 Spruce St,RF,,,2/8/1995,
14433,2506 S 19th St,GE,,,11/10/1999,
14434,1617 Wallace St,SG,,,10/11/2000,
14435,2041 Delancey Pl,RF,1/6/1972,,2/8/1995,
14436,870 N 28th St,,12/6/1979,,,
13098,208 S 3rd St,SH,,,3/10/1999,
13099,1336 Lombard St,,5/14/1975,,,
13100,3208 Powelton Ave,,11/2/1972,,,
13101,2214 Madison Sq,,9/28/1971,,,
13102,1920 Diamond St,DS,,,1/29/1986,
13103,2034-36 Pine St,RF,,,2/8/1995,
13104,308 S Philip St,SH,4/30/1957,,3/10/1999,
13105,1837 Spruce St,RF,,,2/8/1995,
13106,40-42 S Front St,OC,,,12/12/2003,
13107,1313 S 52nd St,,4/30/1986,,,
13108,1217 Rodman St,,3/29/1965,,,
13109,134 Carpenter St,,6/24/1958,,,
13110,1910 Shunk St,GE,,,11/10/1999,
13111,5 Loxley Ct,OC,10/25/1960,,12/12/2003,
13112,2117 Porter St,GE,,,11/10/1999,
13113,610 N 23rd St,SG,3/1/1979,,10/11/2000,
13114,4361 Main St,MAN,,,12/14/1983,
13115,1707 Pine St,RF,,,2/8/1995,
13116,2200 Pine St,RF,,,2/8/1995,
13117,2200 Pine St,RF,,,2/8/1995,
13118,2200 Pine St,RF,,,2/8/1995,
13119,2200 Pine St,RF,,,2/8/1995,
13120,2200 Pine St,RF,,,2/8/1995,
13121,2200 Pine St,RF,,,2/8/1995,
13122,2200 Pine St,RF,,,2/8/1995,
13123,2200 Pine St,RF,,,2/8/1995,
13124,2200 Pine St,RF,,,2/8/1995,
13125,2200 Pine St,RF,,,2/8/1995,
13126,2200 Pine St,RF,,,2/8/1995,
13127,2200 Pine St,RF,,,2/8/1995,
13128,423 Vine St,OC,12/31/1984,,12/12/2003,
13129,330 Delancey St,SH,,,3/10/1999,
13130,535 Queen St,,12/31/1984,,,
13131,306 Spruce St,SH,,,3/10/1999,
13590,3330 G St,,4/25/1974,,,
13591,120 Chestnut St,OC,5/26/1970,,12/12/2003,
13592,340 S 21st St,RF,5/7/1981,,2/8/1995,
13593,127 Pine St,SH,9/19/1963,,3/10/1999,
13594,416 S 15th St,RF,,,2/8/1995,
13595,140 Chestnut St,OC,2/6/1975,,12/12/2003,
13596,2100-02 Locust St,RF,,,2/8/1995,
13597,1713 Addison St,RF,,,2/8/1995,
13598,2205 Mount Vernon St,SG,12/5/1974,,10/11/2000,
13599,304 E Wister St,,9/26/1967,,,
13600,221 Montrose St,,5/31/1966,,,
13601,2214 Mount Vernon St,SG,12/5/1974,,10/11/2000,
13602,1819-21 Wallace St,SG,,,10/11/2000,
13603,111-23 N 15th St,,8/6/1981,,,
13604,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13605,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13606,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13607,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13608,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13609,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13610,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13611,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13612,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13613,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13614,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13615,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13616,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13617,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13618,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13619,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
13620,1520-28 Spruce St,RF,1/7/1982,,2/8/1995,
14066,4113-25 Main St,MAN,,,12/14/1983,
14067,5860 Woodbine Ave,OF,,,1/1/3000,
14068,5860R Woodbine Ave,OF,,,1/1/3000,
14069,5849 Overbrook Ave,OF,,,1/1/3000,
14070,1936 Wallace St,SG,11/6/1975,,10/11/2000,
14071,212-20 Race St,OC,5/1/1980,,12/12/2003,
14072,212-20 Race St,OC,5/1/1980,,12/12/2003,
14073,212-20 Race St,OC,5/1/1980,,12/12/2003,
14074,212-20 Race St,OC,5/1/1980,,12/12/2003,
14075,212-20 Race St,OC,5/1/1980,,12/12/2003,
14076,212-20 Race St,OC,5/1/1980,,12/12/2003,
13141,513 Lombard St,SH,,,3/10/1999,
14077,212-20 Race St,OC,5/1/1980,,12/12/2003,
14078,212-20 Race St,OC,5/1/1980,,12/12/2003,
14079,212-20 Race St,OC,5/1/1980,,12/12/2003,
14080,212-20 Race St,OC,5/1/1980,,12/12/2003,
14081,212-20 Race St,OC,5/1/1980,,12/12/2003,
14082,212-20 Race St,OC,5/1/1980,,12/12/2003,
14083,2103 Spring Garden St,SG,2/7/1974,,10/11/2000,
14084,54 N 2nd St,OC,1/6/1977,,12/12/2003,
14085,1423 Spruce St,RF,,,2/8/1995,
14086,908 Pine St,,12/12/1974,,,
14087,105 Carson St,MAN,,,12/14/1983,
14088,1816 Spruce St,RF,,,2/8/1995,
14089,1706 Pine St,RF,,,2/8/1995,
14090,311-13 N Front St,OC,,,12/12/2003,
14091,1028-30 Pine St,,11/24/1959,,,
14092,1028-30 Pine St,,11/24/1959,,,
14093,1028-30 Pine St,,11/24/1959,,,
14437,870 N 28th St,,12/6/1979,,,
14438,870 N 28th St,,12/6/1979,,,
13142,1929 Brandywine St,SG,,,10/11/2000,
13143,311 Lawrence Ct,SH,,,3/10/1999,
12523,1619 St Paul St,,9/26/1967,,,
14439,870 N 28th St,,12/6/1979,,,
14440,870 N 28th St,,12/6/1979,,,
14441,870 N 28th St,,12/6/1979,,,
14442,870 N 28th St,,12/6/1979,,,
14443,870 N 28th St,,12/6/1979,,,
14444,870 N 28th St,,12/6/1979,,,
14445,870 N 28th St,,12/6/1979,,,
14446,870 N 28th St,,12/6/1979,,,
14447,870 N 28th St,,12/6/1979,,,
13144,414 S Carlisle St,RF,9/28/1965,,2/8/1995,
13145,314 S American St,SH,8/5/1976,,3/10/1999,
14448,870 N 28th St,,12/6/1979,,,
14449,870 N 28th St,,12/6/1979,,,
14450,870 N 28th St,,12/6/1979,,,
14451,870 N 28th St,,12/6/1979,,,
14452,870 N 28th St,,12/6/1979,,,
14453,870 N 28th St,,12/6/1979,,,
14454,870 N 28th St,,12/6/1979,,,
13132,411 S 13th St,,9/26/1961,,,
13133,2142 Green St,SG,11/2/1972,,10/11/2000,
13134,533 Delancey St,SH,4/30/1957,,3/10/1999,
13135,2038 Wolf St,GE,,,11/10/1999,
13136,335 N Front St,OC,,,12/12/2003,
